ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3236961,alto moderne,次中音提琴,,英,nan,2017-08-08
3236962,alto oboe,中音双簧管,,英,nan,2017-08-08
3236963,alto sax,中音萨氏管,,英,nan,2017-08-08
3236964,alto saxhorn,中音萨氏号,,英,nan,2017-08-08
3236965,alto saxophone,中音萨氏管,,英,nan,2017-08-08
3236966,alto trombone,中音长号,,英,nan,2017-08-08
3236967,Altobasso {It.},阿尔多巴索琴,,义,nan,2017-08-08
3236968,Altposaune {Ger.},中音长号,,德,nan,2017-08-08
3236969,altra volta {It.},再奏(唱)一次,,义,nan,2017-08-08
3236970,Altrömischer Choral {Ger.},古罗马圣歌,,德,nan,2017-08-08
3236971,Altschlüssel {Ger.},中音谱号,,德,nan,2017-08-08
3236972,altus {Lat.},声部名称,,拉,nan,2017-08-08
3236973,alzamento di voce {It.},声音提高,,义,nan,2017-08-08
3236974,alzata {It.},拿起,,义,nan,2017-08-08
3236975,alzate {It.},拿起,,义,nan,2017-08-08
3236976,alzati {It.},拿起,,义,nan,2017-08-08
3236977,alzato {It.},拿起,,义,nan,2017-08-08
3236978,am Frosch {Ger.},近弓根奏,,德,nan,2017-08-08
3236979,am Griffbrett {Ger.},近指板奏,,德,nan,2017-08-08
3236980,am Steg {Ger.},近琴桥奏；近琴马奏,,德,nan,2017-08-08
3236981,Am {Ger.},靠近,,德,nan,2017-08-08
3236982,amabile {It.},甜美的；可爱的,,义,nan,2017-08-08
3236983,amarevole {It.},痛苦的；悲痛的,,义,nan,2017-08-08
3236984,amarezza {It.},悲哀的；哀伤的,,义,nan,2017-08-08
3236985,ambiguous chord,暧昧和弦（弦）,,英,nan,2017-08-08
3236986,ambitus {Lat.},音域,,拉,nan,2017-08-08
3236987,Amboss {Ger.},铁砧｛击乐｝,,德,nan,2017-08-08
3236988,ambrosian chant,安布罗斯圣歌,,英,nan,2017-08-08
3236989,Ambrosian hymn,安布罗斯赞歌,,英,nan,2017-08-08
3236990,ambrosian modes,安布罗斯调式,,英,nan,2017-08-08
3236991,Ambrosianischer Gesang {Ger.},安布罗斯圣歌,,德,nan,2017-08-08
3236992,Ambrosianischer Lobgesang {Ger.},安布罗斯赞歌,,德,nan,2017-08-08
3236993,ambrosiano canto {It.},安布罗斯圣歌,,义,nan,2017-08-08
3236994,âme {Fr.},音柱,,法,nan,2017-08-08
3236995,amen cadence,阿们终止,,英,nan,2017-08-08
3236996,Amen {Heb.},阿们,,希伯来,nan,2017-08-08
3236997,american organ,美式风琴,,英,nan,2017-08-08
3236998,Amerikanische Orgel {Ger.},美式风琴,,德,nan,2017-08-08
3236999,amore {It.},爱,,义,nan,2017-08-08
3237000,amorevole {It.},多情的；柔情的；可爱的,,义,nan,2017-08-08
3237001,amoroso {It.},深情的,,义,nan,2017-08-08
3237002,Amorschall {Ger.},阿默夏尔号｛德｝,,德,nan,2017-08-08
3237003,amplifer,扩大机,,英,nan,2017-08-08
3237004,amplitude,振幅,,英,nan,2017-08-08
3237005,anacrouse {Fr.},弱起拍,,法,nan,2017-08-08
3237006,anacrusi {It.},弱起拍,,义,nan,2017-08-08
3237007,analisi {It.},乐曲分析,,义,nan,2017-08-08
3237008,analogue,类比,,英,nan,2017-08-08
3237009,analyse {Fr.},乐曲分析,,法．英,nan,2017-08-08
3237010,Analyse {Ger.},乐曲分析,,德,nan,2017-08-08
3237011,analysis of composition,乐曲分析,,英,nan,2017-08-08
3237012,Ānandalaharī,阿兰达拉哈利琴,,孟加拉,nan,2017-08-08
3237013,ānandalaharī {In.},桶琴,,印度,nan,2017-08-08
3237014,anche à ruban{Fr.},带簧,,法,nan,2017-08-08
3237015,anche battante {Fr.},敲击簧,,法,nan,2017-08-08
3237016,anche double {Fr.},双簧,,法,nan,2017-08-08
3237017,anche libre {It.},活簧,,法,nan,2017-08-08
3237018,anche {Fr.},簧,,法,nan,2017-08-08
3237019,ancia battente {It.},敲击簧,,义,nan,2017-08-08
3237020,ancia doppia {It.},双簧,,义,nan,2017-08-08
3237021,ancia libera {It.},活簧,,义,nan,2017-08-08
3237022,ancia {It.},簧,,义,nan,2017-08-08
3237023,ancient suite,古组曲,,英,nan,2017-08-08
3237024,ancora {It.},再一次,,义,nan,2017-08-08
3237025,andächtig {Ger.},虔敬的,,德,nan,2017-08-08
3237026,andalouse {Fr.},安达卢西亚舞曲,,法,nan,2017-08-08
3237027,andaluz,安达卢西亚舞曲,,英,nan,2017-08-08
3237028,andaluza {Sp.},安达卢西亚舞曲,,西,nan,2017-08-08
3237029,andamento {It.},长主题(复格),,义,nan,2017-08-08
3237030,andante cantabile {It.},如歌的行板,,义,nan,2017-08-08
3237031,andante moderato {It.},中庸的行板,,义,nan,2017-08-08
3237032,andante {It.},行板,,义,nan,2017-08-08
3237033,andantino {It.},小行板,,义,nan,2017-08-08
3237034,anechoic chamber,无响室,,英,nan,2017-08-08
3237035,anemochord,气鸣钢琴,,英,nan,2017-08-08
3237036,anémochorde {Fr.},气鸣钢琴,,法,nan,2017-08-08
3237037,anémocorde {Fr.},风鸣钢琴,,法,nan,2017-08-08
3237038,anenaiki {Rus.},阿内纳基唱法,,俄,nan,2017-08-08
3237039,Angabe in Metronom Mälzel {Ger.},节拍器记号,,德,nan,2017-08-08
3237040,angel lute,安杰利卡（天使鲁特琴）,,英,nan,2017-08-08
3237041,angelica {It.},安杰利卡（天使鲁特琴）,,义,nan,2017-08-08
3237042,angelical salutation,天使致敬,,英,nan,2017-08-08
3237043,Angelika {Ger.},安杰利卡（天使鲁特琴）,,德,nan,2017-08-08
3237044,angélique {Fr.},安杰利卡（天使鲁特琴）,,法,nan,2017-08-08
3237045,angelito,天使歌（儿童葬歌）,,西,nan,2017-08-08
3237046,angewandte Form {Ger.},应用曲式,,德,nan,2017-08-08
3237047,angklung,摇竹(印尼乐器),,英,nan,2017-08-08
3237048,anglaise {Fr.},安格雷舞曲｛英国舞曲｝,,法,nan,2017-08-08
3237049,anglican chant,英格兰圣歌,,英,nan,2017-08-08
3237050,angosciosamente {It.},痛苦的；烦闷的,,义,nan,2017-08-08
3237051,angoscioso {It.},痛苦；烦闷,,义,nan,2017-08-08
3237052,ängstlich {Ger.},焦虑的；胆怯的,,德,nan,2017-08-08
3237053,angular harp,直立式竖琴,,英,nan,2017-08-08
3237054,Anhang {Ger.},附录,,德,nan,2017-08-08
3237055,anhemitonic {Gr.},无半音的,,希,nan,2017-08-08
3237056,anima {It.},音柱,,义,nan,2017-08-08
3237057,animando {It.},逐渐活跃的,,义,nan,2017-08-08
3237058,animato {It.},生气蓬勃的；精神焕发的,,义,nan,2017-08-08
3237059,anklung,摇竹（印尼乐器）,,英,nan,2017-08-08
3237060,anmutig {Ger.},优雅的；温柔的；甜美动听的,,德,nan,2017-08-08
3237061,anonimo {It.},无名氏,,义,nan,2017-08-08
3237062,Anonym {Ger.},无名氏,,德,nan,2017-08-08
3237063,anonyme {Fr.},无名氏,,法,nan,2017-08-08
3237064,anonymous,无名氏,,英,nan,2017-08-08
3237065,anreissen {Ger.},用力的拨奏,,德,nan,2017-08-08
3237066,Ansatz {Ger.},吹口；嘴型变化；起音,,德,nan,2017-08-08
3237067,Ansatzrohr {Ger.},共鸣腔,,德,nan,2017-08-08
3237068,Anschlag {Ger.},双倚音（音乐学）；触键（键盘乐器）；起奏（管、弦乐）；击法（击乐）,,德,nan,2017-08-08
3237069,anschwellend {Ger.},渐强,,德,nan,2017-08-08
3237070,Anstrich {Ger.},上弓,,德,nan,2017-08-08
3237071,answer,答句,,英,nan,2017-08-08
3237072,answer by augmentation,增值答句,,英,nan,2017-08-08
3237073,answer by diminution,减值答句,,英,nan,2017-08-08
3237074,answer by inversion,反向答句,,英,nan,2017-08-08
3237075,answer in fugue,复格答句,,英,nan,2017-08-08
3237076,antara {Sp.},安达拉箫｛秘鲁排箫｝,,西,nan,2017-08-08
3237077,antecedente phrase,前分句,,英,nan,2017-08-08
3237078,antecedente {It.},前分句；导句,,义,nan,2017-08-08
3237079,anthem,颂歌,,英,nan,2017-08-08
3237080,anthesis,应句,,英,nan,2017-08-08
3237081,anthony,对唱曲；叠句｛圣诗吟诵｝,,英,nan,2017-08-08
3237082,anticipation {Fr.},先现音,,英˙法,nan,2017-08-08
3237083,anticipazione {It.},先现音,,义,nan,2017-08-08
3237084,antico,古代风格,,英,nan,2017-08-08
3237085,antienne {Fr.},对唱曲；叠句｛圣诗吟诵｝,,法,nan,2017-08-08
3237086,antifona {It.},对唱圣歌集,,义,nan,2017-08-08
3237087,antifonario {It.},对唱圣歌集,,义,nan,2017-08-08
3237088,Antike Zimbeln {Ger.},古铙钹,,德,nan,2017-08-08
3237089,Antilopenhorn {Ger.},军号角｛北德｝,,德,nan,2017-08-08
3237090,antiphon,对唱曲；叠句｛圣诗吟诵｝,,英,nan,2017-08-08
3237091,antiphona Beatae Mariae {Lat.},玛莉亚赞美歌,,拉,nan,2017-08-08
3237092,antiphona {Lat.},对唱圣歌集,,拉,nan,2017-08-08
3237093,antiphonal psalmody,对唱圣歌,,英,nan,2017-08-08
3237094,antiphonal singing,对唱,,英,nan,2017-08-08
3237095,antiphonal {Lat.},对唱圣歌集,,拉,nan,2017-08-08
3237096,antiphonale {Lat.},对唱圣歌集,,拉,nan,2017-08-08
3237097,antiphonary {Eng.},对唱圣歌集,,英,nan,2017-08-08
3237098,antiphonel {Fr.},自动乐器,,法,nan,2017-08-08
3237099,antiphoner,对唱圣歌集,,英,nan,2017-08-08
3237100,antiphonia {Gr.} {Lat.},八度音,,希˙拉,nan,2017-08-08
3237101,Antique cymbals,古铙钹,,英,nan,2017-08-08
3237102,antithesis and thesis,应句与起句,,英,nan,2017-08-08
3237103,Antizipation {Ger.},先现音,,德,nan,2017-08-08
3237104,Antwort {Ger.},答句,,德,nan,2017-08-08
3237105,anvil,铁砧｛击乐｝,,英,nan,2017-08-08
3237106,anwachsend {Ger.},渐强,,德,nan,2017-08-08
3237107,Äolisch {Ger.},伊奥利安调式,,德,nan,2017-08-08
3237108,Äolische {Ger.},伊奥利安调式,,德,nan,2017-08-08
3237109,Äolsharfe {Ger.},风鸣琴,,德,nan,2017-08-08
3237110,Aosta codex {Lat.},奥斯塔抄本,,拉,nan,2017-08-08
3237111,aperto {It.},开放；清楚明晰的；宽广的；,,义,nan,2017-08-08
3237112,Apfelregal {Ger.},苹果状风琴管,,德,nan,2017-08-08
3237113,apollinisch {Ger.},阿波罗的,,德,nan,2017-08-08
3237114,Apollonicon,阿波罗自动管风琴,,英,nan,2017-08-08
3237115,apotome {Gr.},大半音,,希,nan,2017-08-08
3237116,apoyando {Sp.},压弦（弦）奏法,,西,nan,2017-08-08
3237117,apoyatura {Sp.},倚音,,西,nan,2017-08-08
3237118,apparent movement,假现运动,,英,nan,2017-08-08
3237119,appassionata {It.},热情,,义,nan,2017-08-08
3237120,appassionato {It.},热情的,,义,nan,2017-08-08
3237121,appenato {It.},悲切的,,义,nan,2017-08-08
3237122,applied form,应用曲式学,,英,nan,2017-08-08
3237123,applied music,实用音乐,,英,nan,2017-08-08
3237124,Applikatur {Ger.},指法,,德,nan,2017-08-08
3237125,appoggiando {It.},支持的；圆滑的；连贯的；延音,,义,nan,2017-08-08
3237126,appoggiatura chord,倚音和弦（弦）,,英,nan,2017-08-08
3237127,appoggiatura doppia {It.},双倚音,,义,nan,2017-08-08
3237128,appoggiatura lunga {It.},长倚音,,义,nan,2017-08-08
3237129,appoggiatura {It.},倚音,,英˙义,nan,2017-08-08
3237130,appogiature double {Fr.},双倚音,,法,nan,2017-08-08
3237131,appogiature longue {Fr.},长倚音,,法,nan,2017-08-08
3237132,appogiature {Fr.},倚音,,法,nan,2017-08-08
3237133,appuyé {Fr.},强调的；加重的；倚音,,法,nan,2017-08-08
3237134,appuyer {Fr.},著重；加强,,法,nan,2017-08-08
3237135,Apt Codex {Fr.},阿普特抄本,,法,nan,2017-08-08
3237136,Äqual {Ger.},相等,,德,nan,2017-08-08
3237137,aquarelle {Fr.},小曲；小品,,法,nan,2017-08-08
3237138,Arabeske {Ger.},阿拉伯风,,德,nan,2017-08-08
3237139,Arabesque {Fr.},阿拉伯风,,法,nan,2017-08-08
3237140,Arabisches Komma {Ger.},阿拉伯音差,,德,nan,2017-08-08
3237141,Arada drums,阿拉达鼓｛海地排鼓｝,,英,nan,2017-08-08
3237142,arada {Sp.},阿拉达鼓｛海地排鼓｝,,西,nan,2017-08-08
3237143,aragonaise {Fr.},阿拉冈舞曲,,法,nan,2017-08-08
3237144,aragonesa {Sp.},阿拉冈舞曲,,西,nan,2017-08-08
3237145,araine {Fr.},青铜号,,法,nan,2017-08-08
3237146,arc musical {Fr.},弓琴；乐器弓,,法,nan,2017-08-08
3237147,arc sonore {Fr.},弓琴；乐器弓,,法,nan,2017-08-08
3237148,Arc-en-terre {Fr.},地弓琴,,法,nan,2017-08-08
3237149,arcata in giù {It.},上弓,,义,nan,2017-08-08
3237150,arcata in su {It.},下弓,,义,nan,2017-08-08
3237151,arcata {It.},运弓；弓法,,义,nan,2017-08-08
3237152,arcato {It.},用弓奏；运弓；弓法,,义,nan,2017-08-08
3237153,arch form,拱形曲式,,英,nan,2017-08-08
3237154,archcittern,大鲁特琴,,英,nan,2017-08-08
3237155,arched harp,弓形竖琴,,英,nan,2017-08-08
3237156,Arched top,拱形面板,,英,nan,2017-08-08
3237157,arched viall,轮擦维奥尔琴,,英,nan,2017-08-08
3237158,archet {Fr.},弓,,法,nan,2017-08-08
3237159,architectural acoustics,建筑声响学,,英,nan,2017-08-08
3237160,archlute {Fr.},长颈鲁特琴,,法,nan,2017-08-08
3237161,arcicembalo {It.},古键盘乐器,,义,nan,2017-08-08
3237162,arciliuto {It.},长颈鲁特琴,,义,nan,2017-08-08
3237163,arciorgano {It.},古键盘乐器,,义,nan,2017-08-08
3237164,arco,用弓奏；弓,,英,nan,2017-08-08
3237165,arco in giù {It.},下弓,,义,nan,2017-08-08
3237166,arco in su {It.},上弓,,义,nan,2017-08-08
3237167,ardente {It.},热情的,,义,nan,2017-08-08
3237168,Ardin,阿尔丁琴｛西非｝,,英,nan,2017-08-08
3237169,arditamente {It.},大胆的；放情的,,义,nan,2017-08-08
3237170,ardito {It.},有活力的,,义,nan,2017-08-08
3237171,ardore {It.},热烈；热情,,义,nan,2017-08-08
3237172,Areito {Sp.},阿瑞多舞｛西印度群岛｝,,西,nan,2017-08-08
3237173,Argentine accordion,阿根廷手风琴,,英,nan,2017-08-08
3237174,Arghûl {Ar.},阿古管,,阿拉伯,nan,2017-08-08
3237175,aria concertante {It.},音乐会咏唱调,,义,nan,2017-08-08
3237176,aria d'opera {It.},歌剧咏唱调,,义,nan,2017-08-08
3237177,aria di bravura {It.},炫技咏唱调,,义,nan,2017-08-08
3237178,aria di coloratura {It.},花腔咏唱调,,义,nan,2017-08-08
3237179,aria di corte {It.},宫廷歌曲,,义,nan,2017-08-08
3237180,aria d’imitazione {It.},模仿咏唱调,,义,nan,2017-08-08
3237181,aria {It.},咏唱调,,英˙义,nan,2017-08-08
3237182,Arie {Ger.},咏唱调,,德,nan,2017-08-08
3237183,arietta {It.},小咏唱调,,义,nan,2017-08-08
3237184,arioso {It.},似咏唱调,,义,nan,2017-08-08
3237185,arlecchino {It.},丑角,,义,nan,2017-08-08
3237186,arlequin {Fr.},丑角,,法,nan,2017-08-08
3237187,armatura {It.},调号,,义,nan,2017-08-08
3237188,armature {Fr.},调号,,法,nan,2017-08-08
3237189,armonia {It.},和声；和声学,,义,nan,2017-08-08
3237190,armonica a bocca {It.},口琴,,义,nan,2017-08-08
3237191,armonica a manticino {It.},手风琴,,义,nan,2017-08-08
3237192,armonica {It.},玻璃琴,,义,nan,2017-08-08
3237193,armónicos {Sp.},泛音,,西,nan,2017-08-08
3237194,armonie essenziali {It.},基础和声,,义,nan,2017-08-08
3237195,armonioso {It.},和谐的；协和的,,义,nan,2017-08-08
3237196,armonium {It.},簧风琴,,义,nan,2017-08-08
3237197,aros {Sp.},侧面板,,西,nan,2017-08-08
3237198,arpa cromatica {It.},半音竖琴,,义,nan,2017-08-08
3237199,arpa d'Eolo {It.},风鸣琴,,义,nan,2017-08-08
3237200,arpa doppia {It.},双列弦竖琴,,义,nan,2017-08-08
3237201,arpa eolia {It.},风鸣琴,,义,nan,2017-08-08
3237202,arpa {It.}{Sp.},竖琴,,义˙西,nan,2017-08-08
3237203,arpanetta {It.},阿帕内塔琴,,义,nan,2017-08-08
3237204,arpège {Fr.},琶音,,法,nan,2017-08-08
3237205,arpeggio {It.},琶音,,义,nan,2017-08-08
3237206,arpeggione {It.},琶音琴,,义,nan,2017-08-08
3237207,arpegio {Sp.},琶音,,西,nan,2017-08-08
3237208,arpicordo {It.},阿比柯多琴,,义,nan,2017-08-08
3237209,arpitarrone {It.},阿比塔隆琴,,义,nan,2017-08-08
3237210,arraché {Fr.},强力拨奏,,法,nan,2017-08-08
3237211,arrangement,编曲,,英,nan,2017-08-08
3237212,arrescu {Sp.},阿雷斯固舞曲,,西,nan,2017-08-08
3237213,ars antiqua {Lat.},古艺术,,拉,nan,2017-08-08
3237214,ars nova {Lat.},新艺术,,拉,nan,2017-08-08
3237215,Ars Subtilior {Lat.},纤细艺术,,拉,nan,2017-08-08
3237216,art song,艺术歌曲,,英,nan,2017-08-08
3237217,articolato {It.},清晰的；明确的,,义,nan,2017-08-08
3237218,articolazione {It.},运音法；演奏（唱）技法,,义,nan,2017-08-08
3237219,articulation,运音法；演奏（唱）技法,,英,nan,2017-08-08
3237220,artificial harmonics,人工泛音,,英,nan,2017-08-08
3237221,artificial mode,人为调式,,英,nan,2017-08-08
3237222,artificial note,人为音,,英,nan,2017-08-08
3237223,artig {Ger.},温雅的；高尚的,,德,nan,2017-08-08
3237224,Artikulation {Ger.},运音法；演奏（唱）技法,,德,nan,2017-08-08
3237225,artistic creation,艺术创作,,英,nan,2017-08-08
3237226,As {Ger.},降A,,德,nan,2017-08-08
3237227,Asas {Ger.},重降A音,,德,nan,2017-08-08
3237228,ascending,上行,,英,nan,2017-08-08
3237229,Ases {Ger.},重降A音｛德｝,,德,nan,2017-08-08
3237230,asor {Heb.},阿索尔琴｛犹太古琴｝,,希伯来,nan,2017-08-08
3237231,aspiration {Fr.},间断音｛后倚音的一种｝,,法,nan,2017-08-08
3237232,assai {It.},很；相当的；特别的,,义,nan,2017-08-08
3237233,assez {Fr.},很；相当的,,法,nan,2017-08-08
3237234,Assumpta est Maria {Lat.},圣母升天弥撒曲,,拉,nan,2017-08-08
3237235,Ästhetische Kategorien {Ger.},美的范畴,,德,nan,2017-08-08
3237236,Ästhetischer Wert {Ger.},美的价值,,德,nan,2017-08-08
3237237,at first sight,初次视奏；初次视唱,,英,nan,2017-08-08
3237238,atabal {Sp.},阿他巴鼓,,西,nan,2017-08-08
3237239,atabaque {Br.},阿他巴克鼓,,巴西,nan,2017-08-08
3237240,Atem {Ger.},呼吸；气息,,德,nan,2017-08-08
3237241,Atempause {Ger.},呼吸间歇；呼吸记号；分句号,,德,nan,2017-08-08
3237242,Atemzeichen {Ger.},呼吸记号,,德,nan,2017-08-08
3237243,Atmung {Ger.},呼吸；气息；呼吸法,,德,nan,2017-08-08
3237244,atonal,无调性,,英,nan,2017-08-08
3237245,atonal music,无调性音乐；非调性音乐,,英,nan,2017-08-08
3237246,atonalism,无调性主义；非调性主义,,英,nan,2017-08-08
3237247,atonalismo {It.},无调性主义；非调性主义,,义,nan,2017-08-08
3237248,atonalità {It.},无调性；非调性,,义,nan,2017-08-08
3237249,Atonalität {Ger.},无调性；非调性,,德,nan,2017-08-08
3237250,atonalité {Fr.},无调性；非调性,,法,nan,2017-08-08
3237251,atonality,无调性；非调性,,英,nan,2017-08-08
3237252,attacca subito {It.},紧接下一段,,义,nan,2017-08-08
3237253,attacca {It.},紧接下一段,,义,nan,2017-08-08
3237254,attacco {It.},短主题｛复格},,义,nan,2017-08-08
3237255,attack,起音,,英,nan,2017-08-08
3237256,Attack {Ger.},起音,,德,nan,2017-08-08
3237257,au talon {Fr.},近弓根奏,,法,nan,2017-08-08
3237258,aubade {Fr.},晨间音乐；晨歌,,法,nan,2017-08-08
3237259,aube {Fr.},晨歌,,法,nan,2017-08-08
3237260,audibility limits,听觉极限,,英,nan,2017-08-08
3237261,audiogram,听力图,,英,nan,2017-08-08
3237262,audiometer,测听器,,英,nan,2017-08-08
3237263,audiométrie {Fr.},听力检查,,法,nan,2017-08-08
3237264,audiometry,听力检查,,英,nan,2017-08-08
3237265,audition,试听；听力；面试,,英,nan,2017-08-08
3237266,audition colorée {Fr.},色彩听觉,,法,nan,2017-08-08
3237267,auditory area,听域,,英,nan,2017-08-08
3237268,Auditory fatigue,听觉疲劳,,英,nan,2017-08-08
