ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
1824525,exploitive-authoritative,剥削-权威,,nan,nan,2013-05-01
1824526,exponential smoothing,指数平滑法,,nan,nan,2013-05-01
1824527,export department,外销部门,,nan,nan,2013-05-01
1824528,export mode,出口模式,,nan,nan,2013-05-01
1824529,exporting,出口,,nan,nan,2013-05-01
1824530,external change factor,外部变革因素,,nan,nan,2013-05-01
1824531,external control,外控型,,nan,nan,2013-05-01
1824532,external cost,外部成本,,nan,nan,2013-05-01
1824533,external customer,外部顾客,,nan,nan,2013-05-01
1824534,external diseconomy,外部不经济,,nan,nan,2013-05-01
1824535,external factor evaluation matrix,外部因素评估矩阵,,nan,nan,2013-05-01
1824536,external locus of control,外控点,,nan,nan,2013-05-01
1824537,external recruitment,外部招募,,nan,nan,2013-05-01
1824538,externality,外部性,,nan,nan,2013-05-01
1824539,extrinsic reward,外在报酬；外在酬赏,,nan,nan,2013-05-01
1824540,extroversion,外向性,,nan,nan,2013-05-01
1824542,facility location,设备位置,,nan,nan,2013-05-01
1824543,factoring,应收帐款承购,,nan,nan,2013-05-01
1824544,factors of production,生产要素,,nan,nan,2013-05-01
1824545,factory system,工厂系统；工厂制度,,nan,nan,2013-05-01
1824546,feasibility testing,可行性测试,,nan,nan,2013-05-01
1824547,feedback,回馈；反馈,,nan,nan,2013-05-01
1824548,feedback control,回馈控制,,nan,nan,2013-05-01
1824550,feedback on feedback,回馈的回馈,,nan,nan,2013-05-01
1824551,feedforward control,前瞻控制,,nan,nan,2013-05-01
1824552,Fiedler's contingency model,费德勒权变模式；费德勒权变模型；费德勒权变领导模式；费德勒权变领导模型,,nan,nan,2013-05-01
1824553,field theory,场地论；场论,,nan,nan,2013-05-01
1824554,figurehead,虚位领导人；形式领导人,,nan,nan,2013-05-01
1824555,finance,财务,,nan,nan,2013-05-01
1824556,financial accounting,财务会计,,nan,nan,2013-05-01
1824557,financial budgeting,财务预算,,nan,nan,2013-05-01
1824558,financial control,财务控制,,nan,nan,2013-05-01
1824559,financial management,财务管理,,nan,nan,2013-05-01
1824560,financial manager,财务经理,,nan,nan,2013-05-01
1824561,financial report,财务报告,,nan,nan,2013-05-01
1824562,financial reward,财务性报酬,,nan,nan,2013-05-01
1824563,financial statement,财务报表,,nan,nan,2013-05-01
1824564,financial strategy,财务策略,,nan,nan,2013-05-01
1824565,first mover,先进者；首动者,,nan,nan,2013-05-01
1824566,first-line manager,第一线管理者,,nan,nan,2013-05-01
1824568,first-mover disadvantage,首动者劣势；先占劣势,,nan,nan,2013-05-01
1824569,fiscal policy,财政政策,,nan,nan,2013-05-01
1824570,five-forces analysis,五力分析,,nan,nan,2013-05-01
1824571,five-forces model,五力模式；五力模型,,nan,nan,2013-05-01
1824572,fixed asset,固定资产,,nan,nan,2013-05-01
1824573,fixed cost,固定成本,,nan,nan,2013-05-01
1824574,fixed salary,固定薪资,,nan,nan,2013-05-01
1824575,fixed-point reordering system,定点再购系统；定点再购制度,,nan,nan,2013-05-01
1824576,flat organization structure,扁平组织结构,,nan,nan,2013-05-01
1824577,flat structure,扁平结构,,nan,nan,2013-05-01
1824578,flattening organization,扁平化组织,,nan,nan,2013-05-01
1824579,flexible benefit,弹性福利,,nan,nan,2013-05-01
1824580,flexible budget,弹性预算,,nan,nan,2013-05-01
1824581,flexible compensation,弹性薪酬,,nan,nan,2013-05-01
1824582,flexible manufacturing,弹性制造,,nan,nan,2013-05-01
1824583,flexible manufacturing system{=FMS},弹性制造系统；弹性制造制度,,nan,nan,2013-05-01
1824584,flexible work schedule,弹性工时制,,nan,nan,2013-05-01
1824585,flextime,弹性工时,,nan,nan,2013-05-01
1824586,flextime plan,弹性工时计划,,nan,nan,2013-05-01
1824587,focus group,焦点团体,,nan,nan,2013-05-01
1824588,focus group interview,焦点团体访谈,,nan,nan,2013-05-01
1824589,focus strategy,聚焦策略,,nan,nan,2013-05-01
1824590,food chain,食物链,,nan,nan,2013-05-01
1824591,force field analysis,力场分析法,,nan,nan,2013-05-01
1824593,Fordism,福特主义,,nan,nan,2013-05-01
1824595,foreign subsidiary,国外子公司,,nan,nan,2013-05-01
1824596,form utility,形式效用,,nan,nan,2013-05-01
1824598,formal organization,正式组织,,nan,nan,2013-05-01
1824599,formal team,正式团队,,nan,nan,2013-05-01
1824600,formal theory,正式理论；形式理论,,nan,nan,2013-05-01
1824601,formalization,正式化,,nan,nan,2013-05-01
1824602,forward integration,向前整合,,nan,nan,2013-05-01
1824603,forward vertical integration,向前垂直整合,,nan,nan,2013-05-01
1824604,franchise agreement,特许加盟协议；特许加盟合同,,nan,nan,2013-05-01
1824605,franchise mode,加盟模式；特许模式,,nan,nan,2013-05-01
1824607,franchising,特许经营,,nan,nan,2013-05-01
1824608,franchisor,加盟授权者,,nan,nan,2013-05-01
1824609,free riding,搭便车,,nan,nan,2013-05-01
1824610,free trade,自由贸易,,nan,nan,2013-05-01
1824611,free-market economies,自由市场经济,,nan,nan,2013-05-01
1824612,free-rein leadership,放任式领导,,nan,nan,2013-05-01
1824613,freight forwarder,货运业者,,nan,nan,2013-05-01
1824614,friendship group,友谊群体,,nan,nan,2013-05-01
1824615,fringe benefit,福利,,nan,nan,2013-05-01
1824616,full-time activity,全职活动,,nan,nan,2013-05-01
1824617,function,功能,,nan,nan,2013-05-01
1824618,functional authority,功能性职权；功能性权威,,nan,nan,2013-05-01
1824619,functional conflict,功能性冲突,,nan,nan,2013-05-01
1824620,functional departmentalization,功能部门化,,nan,nan,2013-05-01
1824621,functional differentiation,功能差异化；功能分化,,nan,nan,2013-05-01
1824622,functional level,功能层级,,nan,nan,2013-05-01
1824623,functional plan,功能性计划,,nan,nan,2013-05-01
1824624,functional principle,功能原则,,nan,nan,2013-05-01
1824625,functional specialization,功能专业化；功能专门化,,nan,nan,2013-05-01
1824626,functional structure,功能式结构,,nan,nan,2013-05-01
1824628,functional-level strategy,功能层策略,,nan,nan,2013-05-01
1824629,fundamental accounting equation,基本会计方程式,,nan,nan,2013-05-01
1824631,funding gap,融资缺口,,nan,nan,2013-05-01
1824633,fuzzy theory,模糊理论,,nan,nan,2013-05-01
1824634,gambler's fallacy,赌徒谬误,,nan,nan,2013-05-01
1824635,game matrix,赛局矩阵,,nan,nan,2013-05-01
1824636,game theory,赛局理论,,nan,nan,2013-05-01
1824637,Gantt chart,甘特图,,nan,nan,2013-05-01
1824638,general administration,一般行政；一般管理,,nan,nan,2013-05-01
1824639,General Agreement on Tariffs and Trade{=GATT},关税贸易总协定,,nan,nan,2013-05-01
1824641,general management theory,一般管理理论,,nan,nan,2013-05-01
1824642,general partner,普通合伙人；一般合伙人,,nan,nan,2022-07-26
1824643,general partnership,普通合伙,,nan,nan,2013-05-01
1824644,generalist,通才,,nan,nan,2013-05-01
1824645,generic goods,基本货品；原物料,,nan,nan,2013-05-01
1824647,geographic departmentalization,地区部门化,,nan,nan,2013-05-01
1824648,geographic segmentation,地理区隔,,nan,nan,2013-05-01
1824649,global integration,全球整合,,nan,nan,2013-05-01
1824650,Global Leadership and Organizational Behavior Effectiveness {=GLOBE},全球性领导与组织行为效能量表,,nan,nan,2013-05-01
1824651,global organization,全球化组织,,nan,nan,2013-05-01
1824652,global strategy,全球策略,,nan,nan,2013-05-01
1824653,global structure,全球性结构,,nan,nan,2013-05-01
1824654,global village,地球村,,nan,nan,2013-05-01
1824656,globalization,全球化,,nan,nan,2013-05-01
1824657,goal,目标,,nan,nan,2013-05-01
1824658,goal commitment,目标承诺,,nan,nan,2013-05-01
1824659,goal setting theory,目标设定理论,,nan,nan,2013-05-01
1824660,goal specificity,目标明确度,,nan,nan,2013-05-01
1824661,golden parachutes,黄金降落伞,,nan,nan,2013-05-01
1824662,gossip chain,传言链；流言链,,nan,nan,2013-05-01
1824663,gossip-mode of informal communication,流言式非正式沟通,,nan,nan,2013-05-01
1824664,grand strategy matrix,大战略矩阵,,nan,nan,2013-05-01
1824665,grapevine,传闻网；小道消息,,nan,nan,2013-05-01
1824667,great man theory,伟人理论,,nan,nan,2013-05-01
1824668,green value chain,绿色价值链,,nan,nan,2013-05-01
1824669,greening of management,绿色管理；管理绿色化,,nan,nan,2013-05-01
1824670,GREP model,GREP模型,,nan,nan,2013-05-01
1824671,grid training,方格训练,,nan,nan,2013-05-01
1824672,gross domestic product{=GDP},国内生产毛额,,nan,nan,2013-05-01
1824673,gross margin,毛利,,nan,nan,2013-05-01
1824674,gross profit,毛利,,nan,nan,2013-05-01
1824675,grounded theory,扎根理论,,nan,nan,2013-05-01
1824677,group behavior school,群体行为学派,,nan,nan,2013-05-01
1824679,group decision,群体决策,,nan,nan,2013-05-01
1824681,group decision support systems {=GDSS},群体决策支援系统；群体决策支援制度,,nan,nan,2020-04-01
1824683,group judgment process model,群体判断过程模式；群体判断过程模型,,nan,nan,2013-05-01
1824684,group norm,群体规范,,nan,nan,2013-05-01
1824686,group pressure,群体压力,,nan,nan,2013-05-01
1824687,group review,群体检讨,,nan,nan,2013-05-01
1824688,group role,群体角色,,nan,nan,2013-05-01
1824689,group transmission,群体传输,,nan,nan,2013-05-01
1824693,growth strategy,成长策略,,nan,nan,2013-05-01
1824694,guanxi,关系,,nan,nan,2013-05-01
1824695,H.C.Gantt premium system,甘特奖励工资制,,nan,nan,2013-05-01
1824697,halo error,月晕误差；晕轮误差,,nan,nan,2013-05-01
1824698,hard criteria,硬性标准,,nan,nan,2013-05-01
1824699,harvest strategy,收割策略,,nan,nan,2013-05-01
1824700,Hawthorne effect,霍桑效应,,nan,nan,2013-05-01
1824703,hesitation-choose model,犹豫-决择模式,,nan,nan,2013-05-01
1824704,heuristic programming,经验式规划；启发式规划,,nan,nan,2013-05-01
1824705,heuristics,经验法则,,nan,nan,2013-05-01
1824706,hierarchical needs theory,层级需要理论；层级需求理论,,nan,nan,2013-05-01
1824707,hierarchy,层级,,nan,nan,2013-05-01
1824708,hierarchy of human needs theory,人类需要层级理论；人类需求层级理论,,nan,nan,2013-05-01
1824709,high performing team,高绩效团队,,nan,nan,2013-05-01
1824711,higher order needs,高层次需要；高层次需求,,nan,nan,2013-05-01
1824712,high-low pricing strategy,由高而低订价策略,,nan,nan,2013-05-01
1824714,Holding company{=H-form},控股公司；H型结构,,nan,nan,2013-05-01
1824715,holding cost,持有成本,,nan,nan,2013-05-01
1824716,horizontal communication,水平沟通；横向沟通,,nan,nan,2013-05-01
1824717,horizontal differentiation,水平分化；水平差异化,,nan,nan,2013-05-01
1824718,horizontal diversification,水平多角化,,nan,nan,2013-05-01
1824721,horizontal merger & acquisition,水平式并购,,nan,nan,2013-05-01
1824722,horizontal team,水平团队,,nan,nan,2013-05-01
1824723,host country,地主国,,nan,nan,2013-05-01
1824724,human asset accounting,人力资产会计,,nan,nan,2013-05-01
1824725,human behavior school,人类行为学派,,nan,nan,2013-05-01
1824726,human capital,人力资本,,nan,nan,2013-05-01
1824727,human process technique,人际程序技术,,nan,nan,2013-05-01
1824728,human relations school,人际关系学派,,nan,nan,2013-05-01
1824729,human relations skill,人际关系技能,,nan,nan,2013-05-01
1824730,human relations theory,人际关系理论,,nan,nan,2013-05-01
1824731,human relationship school,人际关系学派,,nan,nan,2013-05-01
1824732,human resource accounting,人力资源会计,,nan,nan,2013-05-01
1824733,human resource development,人力资源发展,,nan,nan,2013-05-01
1824734,human resource information system,人力资源资讯系统；人力资源资讯制度,,nan,nan,2013-05-01
1824735,human resource inventory,人力资源库存；人力资源盘存,,nan,nan,2013-05-01
1824736,human resource localization,人力资源在地化,,nan,nan,2013-05-01
1824737,human resource management{=HRM},人力资源管理,,nan,nan,2013-05-01
1824738,human resource outsourcing,人力资源外包；人力资源委外,,nan,nan,2013-05-01
1824739,human resource planning,人力资源规划,,nan,nan,2013-05-01
1824740,human resource strategy,人力资源策略,,nan,nan,2013-05-01
1824741,human skill,人际技巧,,nan,nan,2013-05-01
1824742,human-machine system,人-机系统,,nan,nan,2013-05-01
1824743,hygiene factor,保健因子,,nan,nan,2013-05-01
1824744,ideal type,理想型,,nan,nan,2013-05-01
1824745,identification-based trust,身份基础之信任,,nan,nan,2013-05-01
1824746,imitating strategy,模仿策略,,nan,nan,2013-05-01
1824747,immediate corrective action,立即改正行动,,nan,nan,2013-05-01
1824748,imperial examination,科举制度,,nan,nan,2013-05-01
1824749,implicit policy,隐含性政策,,nan,nan,2013-05-01
1824750,implied contract,隐含契约,,nan,nan,2013-05-01
1824751,impression management,印象管理,,nan,nan,2013-05-01
1824752,in-basket training,篮中训练,,nan,nan,2013-05-01
1824753,inbound logistics,内向物流,,nan,nan,2013-05-01
1824754,incentive,诱因；奖励,,nan,nan,2013-05-01
1824755,incentive pay,激励性薪资,,nan,nan,2013-05-01
1824756,incentive plan,激励计划,,nan,nan,2013-05-01
1824757,incidentally-mode of informal communication,偶尔式非正式沟通,,nan,nan,2013-05-01
1824758,income statement,损益表,,nan,nan,2013-05-01
1824760,incremental innovation,渐进式创新,,nan,nan,2013-05-01
1824761,incubator,育成中心；孵化器,,nan,nan,2013-05-01
1824762,independent audit,独立审计；独立稽核,,nan,nan,2013-05-01
1824763,in-depth intervention,深度介入；深度干涉,,nan,nan,2013-05-01
1824764,indirect compensation,间接薪酬,,nan,nan,2013-05-01
1824766,individual ethics,个人伦理,,nan,nan,2013-05-01
1824767,individualism,个人主义,,nan,nan,2013-05-01
1824768,inducement economy,诱因经济,,nan,nan,2013-05-01
1824769,inductive learning change,归纳式学习变化,,nan,nan,2013-05-01
1824770,industrial dynamics school,产业动力学派,,nan,nan,2013-05-01
1824771,industrial environment,产业环境,,nan,nan,2013-05-01
1824772,industrial goods,工业品,,nan,nan,2013-05-01
1824774,industry,产业；工业,,nan,nan,2013-05-01
1824775,industry environment,产业环境,,nan,nan,2013-05-01
1824777,informal communication,非正式沟通,,nan,nan,2013-05-01
1824779,informal organization,非正式组织,,nan,nan,2013-05-01
1824781,information filtering,资讯过滤,,nan,nan,2013-05-01
1824782,information network,资讯网；资讯网络；信息网；信息网络,,nan,nan,2013-05-01
1824784,information receiver,讯息收讯者,,nan,nan,2013-05-01
1824785,information system,资讯系统；信息系统,,nan,nan,2013-05-01
1824787,information utility,资讯效用；信息效用,,nan,nan,2013-05-01
1824788,informational input,资讯投入；信息投入,,nan,nan,2013-05-01
1824789,informational role,资讯角色；信息角色,,nan,nan,2013-05-01
1824790,infringement budget,侵权预算,,nan,nan,2013-05-01
1824791,in-group collectivism,团体内集体主义,,nan,nan,2013-05-01
1824793,innovation,创新,,nan,nan,2013-05-01
1824794,innovation management,创新管理,,nan,nan,2013-05-01
1824795,innovative differentiation,创新型差异化,,nan,nan,2013-05-01
1824796,innovator,创新者,,nan,nan,2013-05-01
1824797,input control,投入控制,,nan,nan,2013-05-01
1824798,inquiry system,查询系统,,nan,nan,2013-05-01
1824799,insider trading,内线交易,,nan,nan,2013-05-01
1824803,intangible resources,无形资源,,nan,nan,2013-05-01
1824804,integrated marketing communication{=IMC},整合行销沟通,,nan,nan,2013-05-01
