ID,英文名稱,中文名稱,圖片,備註,更新日期
3365283,class awareness,阶级知觉,,,2018-03-21
3365284,class boundary,组界,,,2018-03-21
3365285,class cohesion,阶级凝聚,,,2018-03-21
3365286,class community,阶级社区,,,2018-03-21
3365287,class conflict,阶级冲突,,,2018-03-21
3365288,class consciousness,阶级意识,,,2018-03-21
3365289,class crystallization,阶级僵化,,,2018-03-21
3365290,class culture,阶级文化,,,2018-03-21
3365291,class dealignment,阶级崩解,,,2018-03-21
3365292,class differentiation,阶级分化,,,2018-03-21
3365293,class domination theory,阶级支配论,,,2018-03-21
3365294,class for itself,自为阶级,,,2018-03-21
3365295,class formation,阶级形构；阶级形成,,,2018-03-21
3365296,class fragmentation,阶级区块化,,,2018-03-21
3365297,class frequency,组次数,,,2018-03-21
3365298,class hatred,阶级仇恨,,,2018-03-21
3365299,class hierarchy,阶级层级,,,2018-03-21
3365300,class identification,阶级认同；阶级辨认,,,2018-03-21
3365301,class identity,阶级认同；阶级身分,,,2018-03-21
3365302,class in itself,自在阶级,,,2018-03-21
3365303,class interests,阶级利益,,,2018-03-21
3365304,class interval,组距,,,2018-03-21
3365305,class limit,组限,,,2018-03-21
3365306,class midpoint,组中点,,,2018-03-21
3365307,class mobility,阶级流动,,,2018-03-21
3365308,class polarization,阶级两极化,,,2018-03-21
3365309,class prejudice,阶级偏见,,,2018-03-21
3365310,class society,阶级社会,,,2018-03-21
3365311,class solidarity,阶级团结,,,2018-03-21
3365312,class structure,阶级结构,,,2018-03-21
3365313,class struggle,阶级斗争,,,2018-03-21
3365314,class width,组距,,,2018-03-21
3365315,classical economics,古典经济学,,,2018-03-21
3365316,classical experimental design,古典实验设计,,,2018-03-21
3365317,classical organization theory,古典组织理论,,,2018-03-21
3365318,classical political economy,古典政治经济学,,,2018-03-21
3365319,classical social evolutionism,古典社会演化主义,,,2018-03-21
3365320,classification,分类,,,2018-03-21
3365321,classification error,分类误差,,,2018-03-21
3365322,classless society,无阶级社会,,,2018-03-21
3365323,cliché,老套；格套,,,2018-03-21
3365324,client,案主；客户,,,2018-03-21
3365325,climatic determinism,气候决定论,,,2018-03-21
3365326,clinical sociology,临床社会学,,,2018-03-21
3365327,clique,党派；派系,,,2018-03-21
3365328,clique analysis,派系分析；系络分析,,,2018-03-21
3365329,cloning,生命复制,,,2018-03-21
3365330,closed shop,雇用前一定要加入工会的事业单位,,,2018-03-21
3365331,closed society,封闭社会,,,2018-03-21
3365332,closed-ended question,封闭式问题,,,2018-03-21
3365333,closet metaphor,衣柜隐喻,,,2018-03-21
3365334,cluster,群聚；集群,,,2018-03-21
3365335,cluster analysis,群聚分析；集群分析,,,2018-03-21
3365336,cluster sampling,群聚抽样；集群抽样,,,2018-03-21
3365337,clustering,群聚；聚集,,,2018-03-21
3365338,co-determination,劳资共同决定,,,2018-03-21
3365339,co-twin study,双生子研究,,,2018-03-21
3365340,code,符码；法典,,,2018-03-21
3365341,code of ethics,专业伦理守则,,,2018-03-21
3365342,codebook,编码簿,,,2018-03-21
3365343,coding,编码,,,2018-03-21
3365344,coding error,编码误差,,,2018-03-21
3365345,coefficient of agreement,契合系数,,,2018-03-21
3365346,coefficient of alienation,疏离系数,,,2018-03-21
3365347,coefficient of association,关联系数,,,2018-03-21
3365348,coefficient of concentration,集中系数,,,2018-03-21
3365349,coefficient of concordance,和谐系数,,,2018-03-21
3365350,coefficient of consistence,一致系数,,,2018-03-21
3365351,coefficient of contingency,列联系数,,,2018-03-21
3365352,coefficient of correlation,相关系数,,,2018-03-21
3365353,coefficient of determination,决定系数,,,2018-03-21
3365354,coefficient of dissimilarity,相异系数,,,2018-03-21
3365355,coefficient of divergence,发散系数,,,2018-03-21
3365356,coefficient of equivalence,等值系数,,,2018-03-21
3365357,coefficient of multiple correlation,复相关系数,,,2018-03-21
3365358,coefficient of non-determination,非决定系数,,,2018-03-21
3365359,coefficient of partial correlation,偏相关系数；净相关系数,,,2018-03-21
3365360,coefficient of rank correlation,等级相关系数,,,2018-03-21
3365361,coefficient of regression,回归系数,,,2018-03-21
3365362,coefficient of reliability,信度系数,,,2018-03-21
3365363,coefficient of reproducibility,可复制性系数,,,2018-03-21
3365364,coefficient of scalability,可量度性系数,,,2018-03-21
3365365,coefficient of skewness,偏度系数,,,2018-03-21
3365366,coefficient of variation,变异系数,,,2018-03-21
3365367,coercion,强制；胁迫,,,2018-03-21
3365368,coercive power,强制权力,,,2018-03-21
3365369,cognitive dissonance,认知失调；认知不一致,,,2018-03-21
3365370,cognitive rationality,认知理性,,,2018-03-21
3365371,cognitive system,认知体系；认知系统,,,2018-03-21
3365372,cohabitation,同居,,,2018-03-21
3365373,cohesion,凝聚性,,,2018-03-21
3365374,cohort,同期；世代；口合,,,2018-03-21
3365375,collective action,集体行动,,,2018-03-21
3365376,collective bargaining,劳资谈判,,,2018-03-21
3365377,collective behavior,集体行为,,,2018-03-21
3365378,collective conscience,集体良识,,,2018-03-21
3365379,collective consciousness,集体良识,,,2018-03-21
3365380,collective consumption,集体消费,,,2018-03-21
3365381,collective effervescence,集体亢奋,,,2018-03-21
3365382,collective identity,集体认同,,,2018-03-21
3365383,collective memory,集体记忆,,,2018-03-21
3365384,collective ownership,集体所有；集体所有制,,,2018-03-21
3365385,collective representation,集体表征,,,2018-03-21
3365386,collective sentiment,集体情操；集体情感,,,2018-03-21
3365387,collective unconscious,集体无意识,,,2018-03-21
3365388,collectivism,集体主义,,,2018-03-21
3365389,collectivization,集体化,,,2018-03-21
3365390,College de Sociologie,社会学学院,,,2018-03-21
3365391,colonial capitalism,殖民资本主义,,,2018-03-21
3365392,colonialism,殖民主义,,,2018-03-21
3365393,colonization,殖民化,,,2018-03-21
3365394,color line,种族界限,,,2018-03-21
3365395,colored race,有色人种,,,2018-03-21
3365396,coming out,出柜,,,2018-03-21
3365397,command economy,统制经济；指令型经济,,,2018-03-21
3365398,commercial bourgeoisie,商业资产阶级,,,2018-03-21
3365399,commercial revolution,商业革命,,,2018-03-21
3365400,commercialization,商业化,,,2018-03-21
3365401,commodification,商品化,,,2018-03-21
3365402,commodity chain,商品链,,,2018-03-21
3365403,commodity fetishism,商品拜物教,,,2018-03-21
3365404,commodity production,商品生产,,,2018-03-21
3365405,common law marriage,习惯法婚姻,,,2018-03-21
3365406,common sense,常识,,,2018-03-21
3365407,commune,公社,,,2018-03-21
3365408,communication,沟通；传播,,,2018-03-21
3365409,communicative action,沟通行动,,,2018-03-21
3365410,communicative competence,沟通能力,,,2018-03-21
3365411,communicative rationality,沟通理性,,,2018-03-21
3365412,communism,共产主义,,,2018-03-21
3365413,communitarianism,社群主义,,,2018-03-21
3365414,community,共同体；社区,,,2018-03-21
3365415,community college,社区学院,,,2018-03-21
3365416,community development,社区发展,,,2018-03-21
3365417,community disorganization,社区解组,,,2018-03-21
3365418,community medicine,社区医学,,,2018-03-21
3365419,community organization,社区组织,,,2018-03-21
3365420,community power,社区权力,,,2018-03-21
3365421,community study,社区研究,,,2018-03-21
3365422,commuter zone,通勤带,,,2018-03-21
3365423,companionate love,伴侣式爱情,,,2018-03-21
3365424,companionate marriage,伙伴婚,,,2018-03-21
3365425,companionship family,伴侣式家庭,,,2018-03-21
3365426,company town,公司市镇,,,2018-03-21
3365427,comparable worth,同值同酬,,,2018-03-21
3365428,comparative historical method,比较历史方法,,,2018-03-21
3365429,comparative historical sociology,比较历史社会学,,,2018-03-21
3365430,comparative method,比较方法,,,2018-03-21
3365431,comparative mortality index,比较死亡率指数,,,2018-03-21
3365432,comparative sociology,比较社会学,,,2018-03-21
3365433,comparative study,比较研究,,,2018-03-21
3365434,comparison level,比较水准；比较水平,,,2018-03-21
3365435,competition,竞争,,,2018-03-21
3365436,complementary event,余事件,,,2018-03-21
3365437,complementary function,余函数,,,2018-03-21
3365438,complementary theory,互补论,,,2018-03-21
3365439,complete life table,完整生命表,,,2018-03-21
3365440,complete randomized design,完全随机设计,,,2018-03-21
3365441,completed family size,育龄末家庭规模,,,2018-03-21
3365442,completed fertility rate,育龄末生育率,,,2018-03-21
3365443,complex,情结；丛结,,,2018-03-21
3365444,complex organization,复杂组织,,,2018-03-21
3365445,complexity,复杂性；复繁性,,,2018-03-21
3365446,complexity theory,复杂理论,,,2018-03-21
3365447,complicit masculinity,共谋式阳刚特质；共谋型男性特质,,,2018-03-21
3365448,component society,成员学会；成员公会,,,2018-03-21
3365449,composite family,复合家庭,,,2018-03-21
3365450,composite hypothesis,复合假设,,,2018-03-21
3365451,composite index,复合指数,,,2018-03-21
3365452,composite variable,复合变项,,,2018-03-21
3365453,compositional theory,组合论,,,2018-03-21
3365454,comprador government,买办政府,,,2018-03-21
3365455,comprehensive care,综合照护,,,2018-03-21
3365456,comprehensive university,综合大学,,,2018-03-21
3365457,compromise,妥协,,,2018-03-21
3365458,compulsory attendance,强制入学,,,2018-03-21
3365459,compulsory education,义务教育,,,2018-03-21
3365460,compulsory heterosexuality,强迫异性恋；强制异性恋,,,2018-03-21
3365461,compulsory insurance,强制保险,,,2018-03-21
3365462,compulsory membership,强制入[工]会,,,2018-03-21
3365463,computer assisted telephone interview,电脑辅助电话访谈,,,2018-03-21
3365464,computopia,电脑乌托邦,,,2018-03-21
3365465,concentration camp,集中营,,,2018-03-21
3365466,concentric model of city,都市同心圆模型,,,2018-03-21
3365467,concentric zone theory,同心圆理论,,,2018-03-21
3365468,concept,概念,,,2018-03-21
3365469,conception,观念；受孕,,,2018-03-21
3365470,conceptualization,概念化,,,2018-03-21
3365471,concubinage,妾侍制；纳妾制,,,2018-03-21
3365472,concurrent validity,同时校标效度,,,2018-03-21
3365473,conditional probability,条件机率,,,2018-03-21
3365474,conditioning,制约,,,2018-03-21
3365475,conditioning theory,制约理论,,,2018-03-21
3365476,confidence interval,信赖区间,,,2018-03-21
3365477,confidence level,信赖水准,,,2018-03-21
3365478,configuration,全形；完形,,,2018-03-21
3365479,confirmatory factor analysis {=CFA},验证型因素分析,,,2018-03-21
3365480,conflict,冲突,,,2018-03-21
3365481,conflict resolution,冲突解决,,,2018-03-21
3365482,conflict theory,冲突理论,,,2018-03-21
3365483,confluent love,汇流爱,,,2018-03-21
3365484,conformity,从众,,,2018-03-21
3365485,confucian ethic,儒家伦理,,,2018-03-21
3365486,confucianism,儒教；儒学；儒家思想,,,2018-03-21
3365487,congenital disability,先天失能；先天障碍,,,2018-03-21
3365488,conglomerate,关系企业,,,2018-03-21
3365489,conjugal family,夫妻家庭；配偶家庭,,,2018-03-21
3365490,conjugal relation,夫妻关系,,,2018-03-21
3365491,conjugal role,夫妻角色,,,2018-03-21
3365492,connotation,意涵；引申义；隐含义,,,2018-03-21
3365493,consanguine family,亲族家庭,,,2018-03-21
3365494,consanguine marriage,亲族婚姻,,,2018-03-21
3365495,conscience collectif,集体良识,,,2018-03-21
3365496,conscience collective,集体良识,,,2018-03-21
3365497,consciousness,意识,,,2018-03-21
3365498,consciousness of kind,同类意识,,,2018-03-21
3365499,consensus,共识,,,2018-03-21
3365500,consensus mobilization,共识动员,,,2018-03-21
3365501,conservation district,保留区,,,2018-03-21
3365502,conservatism,保守主义；守成主义,,,2018-03-21
3365503,conservative ideology,保守意识形态,,,2018-03-21
3365504,consistency,一致性,,,2018-03-21
3365505,consociational democracy,协和式民主,,,2018-03-21
3365506,conspicuous consumption,炫耀性消费,,,2018-03-21
3365507,constant,常数；常数项,,,2018-03-21
3365508,constitution,构成,,,2018-03-21
3365509,constitutional monarchies,君主立宪制,,,2018-03-21
3365510,constructionism,建构论；建构主义,,,2018-03-21
3365511,constructivism,建构论；建构主义,,,2018-03-21
3365512,consumer behavior,消费者行为,,,2018-03-21
3365513,consumer culture,消费文化,,,2018-03-21
3365514,consumer movement,消费者运动,,,2018-03-21
3365515,consumer society,消费社会,,,2018-03-21
3365516,consumerism,消费主义,,,2018-03-21
3365517,consumption goods,消费财,,,2018-03-21
3365518,contagion theory,感染论,,,2018-03-21
3365519,content analysis,内容分析,,,2018-03-21
3365520,contentious politics,抗议政治,,,2018-03-21
3365521,contest mobility,竞赛流动,,,2018-03-21
3365522,contested social mobility,竞争型社会流动,,,2018-03-21
3365523,contextual effect,脉络效应,,,2018-03-21
3365524,contingency table,列联表,,,2018-03-21
3365525,contingency theory,权变理论,,,2018-03-21
3365526,continuous variable,连续变项；连续变数,,,2018-03-21
3365527,contract labor,契约工,,,2018-03-21
3365528,contract rent,契约租金,,,2018-03-21
3365529,contract theory of society,社会契约论,,,2018-03-21
3365530,contradictory class location,矛盾阶级位置,,,2018-03-21
3365531,contradictory class locations,矛盾阶级位置,,,2018-03-21
3365532,control group,对照组,,,2018-03-21
3365533,control variable,控制变项；控制变数,,,2018-03-21
3365534,conurbation,[集合数个都市而成的]大都会圈,,,2018-03-21
3365535,convenience sample,便利样本,,,2018-03-21
3365536,convention,习俗；惯例,,,2018-03-21
3365537,conventional crowd,例聚群众,,,2018-03-21
3365538,conventional morality level,习俗道德层次,,,2018-03-21
3365539,conventionalism,惯例主义,,,2018-03-21
3365540,conventionalization,惯例化,,,2018-03-21
3365541,convergence,趋同,,,2018-03-21
3365542,convergence theory,趋同论,,,2018-03-21
3365543,conversation analysis,交谈分析；会谈分析,,,2018-03-21
3365544,conversion,改宗,,,2018-03-21
3365545,convert,改宗者,,,2018-03-21
3365546,cooperative association,合作协会,,,2018-03-21
3365547,cooperative medical service,合作医疗,,,2018-03-21
3365548,cooperative movement,合作运动,,,2018-03-21
3365549,cooperative society,合作社,,,2018-03-21
3365550,cooptation,收编；笼络,,,2018-03-21
3365551,core,核心,,,2018-03-21
3365552,core curriculum,核心课程,,,2018-03-21
3365553,core zone,核心地带,,,2018-03-21
3365554,corporal punishment,体罚,,,2018-03-21
3365555,corporate actor,法人行动者,,,2018-03-21
3365556,corporate crime,企业犯罪,,,2018-03-21
3365557,corporation,公司；法人；法团；法人团体,,,2018-03-21
