ID,英文詞彙,中文名詞,備註,審定日期,更新日期
21390434,car inspection and repair track,车厢检修线群,铁路,2025.12.09,2026-06-25
21390435,car inspection track,检车线,铁路,2025.12.09,2026-06-25
21390436,car repair track,修车线,铁路,2025.12.09,2026-06-25
21390437,car storage,储车,铁路,2025.12.09,2026-06-25
21390438,car washing track,洗车线,铁路,2025.12.09,2026-06-25
21390439,car-kilometers,车辆公里,铁路,2025.12.09,2026-06-25
21390440,catenary breakdown,电车线故障,铁路,2025.12.09,2026-06-25
21390441,center platform,岛式月台,铁路,2025.12.09,2026-06-25
21390442,center to center distance of the adjacent tracks,轨道中心距离,铁路,2025.12.09,2026-06-25
21390443,centralized vehicle control,集中式车辆控制,铁路,2025.12.09,2026-06-25
21390444,characteristic curve,特征曲线,铁路,2025.12.09,2026-06-25
21390445,characteristic tractive force,特性牵引力,铁路,2025.12.09,2026-06-25
21390446,circle line,环状线,铁路,2025.12.09,2026-06-25
21390447,city railway,都会区铁路,铁路,2025.12.09,2026-06-25
21390448,class of passenger car,客车等级,铁路,2025.12.09,2026-06-25
21390449,classification of train,列车车种,铁路,2025.12.09,2026-06-25
21390450,clearance,净空；净距；消除,铁路,2025.12.09,2026-06-25
21390451,coach yard,客车调车场；客车场,铁路,2025.12.09,2026-06-25
21390452,coasting operation,惰力运行,铁路,2025.12.09,2026-06-25
21390453,command-type block system,指令式闭塞制,铁路,2025.12.09,2026-06-25
21390454,communication block system,通讯闭塞制,铁路,2025.12.09,2026-06-25
21390455,commuter line,通勤路线,铁路,2025.12.09,2026-06-25
21390456,complex marshalling yard,复式货车调车场,铁路,2025.12.09,2026-06-25
21390457,compound catenary system,复合悬垂式供电系统；双线吊架式供电系统,铁路,2025.12.09,2026-06-25
21390458,compressed air system,压缩空气系统,铁路,2025.12.09,2026-06-25
21390459,compromise rail,异形钢轨,铁路,2025.12.09,2026-06-25
21390460,concourse,穿堂层,铁路,2025.12.09,2026-06-25
21390461,concrete bed,混凝土道床；无道碴道床,铁路,2025.12.09,2026-06-25
21390462,conflicting routes,冲突进路,铁路,2025.12.09,2026-06-25
21390463,consignment station,托运站,铁路,2025.12.09,2026-06-25
21390464,constant headway control,等时隔控制,铁路,2025.12.09,2026-06-25
21390465,contingency plan,应变计划,铁路,2025.12.09,2026-06-25
21390466,continuous welded rail (CWR),长焊钢轨,铁路,2025.12.09,2026-06-25
21390467,continuous welded rail carring car,长焊钢轨运输车,铁路,2025.12.09,2026-06-25
21390468,controlled manual block system,手控联动闭塞制,铁路,2025.12.09,2026-06-25
21390469,conventional railway,传统铁路,铁路,2025.12.09,2026-06-25
21390470,coupler,连结器｛铁道｝,铁路,2026.06.22,2026-06-26
21390471,coupling,连挂｛铁道｝,铁路,2026.06.22,2026-06-25
21390472,crashworthiness design,耐冲撞设计,铁路,2025.12.09,2026-06-25
21390473,crew scheduling & roastering,人员排程与指派,铁路,2025.12.09,2026-06-25
21390474,cross level,水平高差｛轨道｝,铁路,2026.06.22,2026-06-25
21390475,crossbond,跨接联轨线,铁路,2025.12.09,2026-06-25
21390476,crossing,交叉｛轨道｝,铁路,2026.06.22,2026-06-25
21390477,crossing obstruction detector,平交道障碍物侦测器,铁路,2025.12.09,2026-06-25
21390478,cross-platform transfer,跨月台转乘,铁路,2025.12.09,2026-06-25
21390479,curve resistance,曲线阻力；弯道阻力,铁路,2025.12.09,2026-06-25
21390480,cyclic timetable,周期型班表,铁路,2025.12.09,2026-06-25
21390481,dark territory,无列车侦测区间；黑暗区间,铁路,2025.12.09,2026-06-25
21390482,DC track circuit,直流轨道电路,铁路,2025.12.09,2026-06-25
21390485,demand forecasting,需求预测,铁路,2025.12.09,2026-06-25
21390486,departure platform,上车月台；出发月台,铁路,2025.12.09,2026-06-25
21390487,departure signal,出发号志,铁路,2025.12.09,2026-06-25
21390488,departure station,始发站,铁路,2025.12.09,2026-06-25
21390489,departure time,发车时间,铁路,2025.12.09,2026-06-25
21390490,departure track,出发线,铁路,2025.12.09,2026-06-25
21390491,depot,维修基地；机厂｛铁道｝,铁道,2026.06.22,2026-06-25
21390492,derailer,脱轨器,铁路,2025.12.09,2026-06-25
21390493,derailment,脱轨,铁路,2025.12.09,2026-06-25
21390494,derailment coefficient,脱轨系数,铁路,2025.12.09,2026-06-25
21390495,detector rod,查辙杆,铁路,2025.12.09,2026-06-25
21390496,detour transportation,改道运输,铁路,2025.12.09,2026-06-25
21390497,diesel electric locomotive,柴电机车,铁路,2025.12.09,2026-06-25
21390498,diesel locomotive,柴油机车,铁路,2025.12.09,2026-06-25
21390499,diesel refueling plant,柴油加油设施,铁路,2025.12.09,2026-06-25
21390500,diminishing of superelevation,超高递减,铁路,2025.12.09,2026-06-25
21390501,directional operation,方向别运转,铁路,2025.12.09,2026-06-25
21390502,dispatcher,调度员,铁路,2025.12.09,2026-06-25
21390503,dispatching center,综合调度所,铁路,2025.12.09,2026-06-25
21390504,dispatching command,行车命令；调度指令,铁路,2025.12.09,2026-06-25
21390505,distance between stations,站间距离,铁路,2025.12.09,2026-06-25
21390506,distance signal,远距号志；预告号志,铁路,2025.12.09,2026-06-25
21390507,diverging,岔出,铁路,2025.12.09,2026-06-25
21390508,double switch,双动转辙器,铁路,2025.12.09,2026-06-25
21390509,double track,复线,铁路,2025.12.09,2026-06-25
21390510,double track operation,复线运转,铁路,2025.12.09,2026-06-25
21390511,downward line,下行线,铁路,2025.12.09,2026-06-25
21390512,draw-bar pull force,拉杆牵引力,铁路,2025.12.09,2026-06-25
21390513,drifting,惰力运行,铁路,2025.12.09,2026-06-25
21390514,driver,列车驾驶；司机员,铁路,2025.12.09,2026-06-25
21390515,driverless operation,无驾驶员运转,铁路,2025.12.09,2026-06-25
21390516,dual gauge railway,双轨距铁路{复轨铁路},铁路,2025.12.09,2026-06-25
21390517,dynamic brake,动态煞车；电轫,铁路,2025.12.09,2026-06-25
21390518,dynamic gauge,动态轨距,铁路,2025.12.09,2026-06-25
21390519,dynamic test,动态测试,铁路,2025.12.09,2026-06-25
21390520,eddy current braking system,涡电流煞车,铁路,2025.12.09,2026-06-25
21390521,effective tractive force,有效牵引力,铁路,2025.12.09,2026-06-25
21390522,efficiency of seat utilization,客座利用率,铁路,2025.12.09,2026-06-25
21390523,electric brake,电力煞车,铁路,2025.12.09,2026-06-25
21390524,electric locomotive,电力机车,铁路,2025.12.09,2026-06-25
21390525,electrical and mechanical work,机电工程,铁路,2025.12.09,2026-06-25
21390526,electrification rate,电化率,铁路,2025.12.09,2026-06-25
21390527,electrified railway,电化铁路,铁路,2025.12.09,2026-06-25
21390528,electrified section,电化区间,铁路,2025.12.09,2026-06-25
21390529,electronic interlocking system,电子联锁系统,铁路,2025.12.09,2026-06-25
21390530,elevated railway,高架铁路,铁路,2025.12.09,2026-06-25
21390531,elevated station,高架车站,铁路,2025.12.09,2026-06-25
21390532,emergency brake,紧急煞车,铁路,2025.12.09,2026-06-25
21390533,emergency response plan,紧急应变计划,铁路,2025.12.09,2026-06-25
21390534,empty weight,空车重量,铁路,2025.12.09,2026-06-25
21390535,encoder,编码器,铁路,2025.12.09,2026-06-25
21390536,end platform,端末月台,铁路,2025.12.09,2026-06-25
21390537,engine defect,机车故障,铁路,2025.12.09,2026-06-25
21390538,engine run-around track,机回线,铁路,2025.12.09,2026-06-25
21390539,entrance gate,进站闸门,铁路,2026.06.22,2026-06-25
21390541,entrance/exit track,进/出库线；进/出场线,铁路,2025.12.09,2026-06-25
21390542,event tree analysis (ETA),事件树分析,铁路,2025.12.09,2026-06-25
21390543,exit,出口,铁路,2025.12.09,2026-06-25
21390544,exit gate,出站闸门,铁路,2026.06.22,2026-06-25
21390545,expansion adjusting rail,伸缩调整轨,铁路,2025.12.09,2026-06-25
21390546,expansion gap,伸缩缝；伸缩间距,铁路,2025.12.09,2026-06-25
21390547,expansion joint,伸缩缝；伸缩接头{铁路},铁路,2025.12.09,2026-06-25
21390548,extra train,临时车次；加班车次,铁路,2025.12.09,2026-06-25
21390549,facing,面饰；上涂料,铁路,2025.12.09,2026-06-25
21390550,fail safe,失效自趋安全,铁路,2025.12.09,2026-06-25
21390551,failure,失效,铁路,2025.12.09,2026-06-25
21390552,"failure modes, effects and criticality analysis (FMECA)",失效模式、效应及关键性分析,铁路,2025.12.09,2026-06-25
21390553,"failure reporting, analysis and corrective action system (FRACAS)",失效报告、分析及改正措施系统,铁路,2025.12.09,2026-06-25
21390554,fastening,扣件{铁路}；接合；接合件,铁路,2025.12.09,2026-06-25
21390555,fastening temperature,锁定温度｛轨道｝,铁路,2026.06.22,2026-06-25
21390556,fault tree analysis (FTA),故障树分析,铁路,2025.12.09,2026-06-25
21390557,feeder bus,接驳公车,铁路,2025.12.09,2026-06-25
21390558,feeder mode,接驳运具,铁路,2025.12.09,2026-06-25
21390559,final inspection,履勘；最终检验,铁路,2025.12.09,2026-06-25
21390560,fish plate,鱼尾板,铁路,2025.12.09,2026-06-25
21390561,fixed block system,固定闭塞制,铁路,2025.12.09,2026-06-25
21390562,flange,翼板；轴盘；凸缘；法兰；轮缘{铁路车轮},铁路,2025.12.09,2026-06-25
21390563,flat yard,平面调车场,铁路,2025.12.09,2026-06-25
21390564,fleeting control,列车跟随控制,铁路,2025.12.09,2026-06-25
21390565,following train (FT),续行列车,铁路,2025.12.09,2026-06-25
21390566,forward,前行运转{铁路},铁路,2025.12.09,2026-06-25
21390567,fouling point,警冲标,铁路,2025.12.09,2026-06-25
21390568,franchising,特许经营,铁路,2025.12.09,2026-06-25
21390569,free area,非付费区,铁路,2025.12.09,2026-06-25
21390570,freight line,货运线,铁路,2025.12.09,2026-06-25
21390571,frog,表面凹陷；岔心{铁路},铁路,2025.12.09,2026-06-25
21390572,front rod,尖端连接杆,铁路,2025.12.09,2026-06-25
21390573,gangway,车间通道{铁路},铁路,2025.12.09,2026-06-25
21390574,gauge widening,轨距加宽,铁路,2025.12.09,2026-06-25
21390575,gear ratio,齿轮比,铁路,2025.12.09,2026-06-25
21390576,glued insulation joint,胶接绝缘接头,铁路,2025.12.09,2026-06-25
21390577,grade resistance,坡度阻力,铁路,2025.12.09,2026-06-25
21390578,grade separated crossing,立体交叉,铁路,2025.12.09,2026-06-25
21390579,gradient,坡度；梯度,铁路,2025.12.09,2026-06-25
21390580,gravity yard,重力调车场,铁路,2025.12.09,2026-06-25
21390581,guard rail,护轨,铁路,2025.12.09,2026-06-25
21390582,hand brake,手动煞车,铁路,2025.12.09,2026-06-25
21390583,hand signal,手作号志,铁路,2025.12.09,2026-06-25
21390584,hauling weight,牵引重量,铁路,2025.12.09,2026-06-25
21390585,hazard,危害；危险,铁路,2025.12.09,2026-06-25
21390586,hazard and operability study (HAZOP),危害与可操作性分析,铁路,2025.12.09,2026-06-25
21390587,head-on collision,正面冲撞；正面碰撞；对撞,铁路,2025.12.09,2026-06-25
21390588,headway,间距｛车流｝；班距 {铁路、公车},铁路,2025.12.09,2026-06-25
21390589,high speed,高速,铁路,2025.12.09,2026-06-25
21390590,high speed rail,高速铁路,铁路,2025.12.09,2026-06-25
21390591,home signal,进站号志,铁路,2025.12.09,2026-06-25
21390592,hump yard,驼峰调车场,铁路,2025.12.09,2026-06-25
21390593,hunting,蛇行运动{铁路},铁路,2025.12.09,2026-06-25
21390594,idle running distance,列车煞车反应距离；空走距离,铁路,2025.12.09,2026-06-25
21390595,idle running time,列车煞车反应时间；空走时间,铁路,2025.12.09,2026-06-25
21390596,independent verification and validation (IV&V),独立验证与认证,铁路,2025.12.09,2026-06-25
21390597,industry railway,产业铁路；专用铁路,铁路,2025.12.09,2026-06-25
21390598,information office,服务台；询问处,铁路,2025.12.09,2026-06-25
21390599,infrastructure plan,基础设施计划,铁路,2025.12.09,2026-06-25
21390600,inspection and repair shop,检车段{铁路},铁路,2025.12.09,2026-06-25
21390601,inspection pit,检修坑,铁路,2025.12.09,2026-06-25
21390602,insulated joint,绝缘接头,铁路,2025.12.09,2026-06-25
21390603,insulated track circuit,有绝缘轨道电路,铁路,2025.12.09,2026-06-25
21390604,intercity railway,城际铁路,铁路,2025.12.09,2026-06-25
21390605,interlocked manual block system,手控联锁闭塞制,铁路,2025.12.09,2026-06-25
21390606,interlocking,联锁,铁路,2025.12.09,2026-06-25
21390607,interlocking device,联锁装置,铁路,2025.12.09,2026-06-25
21390608,intermediate station,中间站,铁路,2025.12.09,2026-06-25
21390609,intermodal transportation,复合运输,铁路,2025.12.09,2026-06-25
21390610,International Union of Railways (UIC),国际铁路联盟,铁路,2025.12.09,2026-06-25
21390611,island platform,岛式站台；岛式月台,铁路,2025.12.09,2026-06-25
21390612,jerk,加速度之时变量；急冲度；抖动；脉冲度,铁路,2025.12.09,2026-06-25
21390613,joint bar,鱼尾钣{铁路},铁路,2025.12.09,2026-06-25
21390614,journey time,旅行时间,铁路,2025.12.09,2026-06-25
21390615,junction station,分歧站；会合站,铁路,2025.12.09,2026-06-25
21390616,kinematic envelope,动态包络线,铁路,2025.12.09,2026-06-25
21390617,ladder track,梯形线,铁路,2025.12.09,2026-06-25
21390618,lead track,拖上线｛铁道｝,铁路,2026.06.22,2026-06-25
21390619,leading train,先行列车,铁路,2025.12.09,2026-06-25
21390620,leakage cable,漏波电缆,铁路,2025.12.09,2026-06-25
21390621,level crossing accident,平交道事故,铁路,2025.12.09,2026-06-25
21390622,level crossing alarm,平交道警报器,铁路,2025.12.09,2026-06-25
21390623,level crossing barrier,平交道遮断器,铁路,2025.12.09,2026-06-25
21390624,level crossing protection,平交道保安装置,铁路,2025.12.09,2026-06-25
21390625,light rail rapid transit (LRRT),轻轨捷运,铁路,2025.12.09,2026-06-25
21390626,light running,单机车头运转,铁路,2025.12.09,2026-06-25
21390628,line operation,路线别运转,铁路,2025.12.09,2026-06-25
21390629,load curve,载重曲线,铁路,2025.12.09,2026-06-25
21390630,load factor,承载率｛交通｝；载客率{交通}；载重因素｛结构｝,铁路,2025.12.09,2026-06-25
21390631,loading and unloading track,装卸线,铁路,2025.12.09,2026-06-25
21390632,loading gauge,车辆断面界限｛铁道｝,铁路,2026.06.22,2026-06-25
21390633,local control panel,就地控制盘,铁路,2025.12.09,2026-06-25
21390634,local railway,地方营铁路{地方铁路},铁路,2025.12.09,2026-06-25
21390635,lock rod,锁定杆,铁路,2025.12.09,2026-06-25
21390636,locking,锁定,铁路,2025.12.09,2026-06-25
21390637,locomotive,机车｛铁道｝,铁路,2026.06.22,2026-06-25
21390638,locomotive turntable,机车转盘,铁路,2025.12.09,2026-06-25
21390639,long distance operation,长程运转,铁路,2025.12.09,2026-06-25
21390640,longitudinal level,纵向高差｛轨道｝,铁路,2026.06.22,2026-06-25
21390641,loose brake,松轫,铁路,2025.12.09,2026-06-25
21390642,magnetic levitation (maglev),磁浮；磁浮列车,铁路,2025.12.09,2026-06-25
21390643,main line,正线；主线；干线,铁路,2025.12.09,2026-06-25
21390644,main track,正线；主线；干线,铁路,2025.12.09,2026-06-25
21390645,maintenance depot,维修基地,铁路,2025.12.09,2026-06-25
21390646,maintenance plan,维修计划,铁路,2025.12.09,2026-06-25
21390647,make-up station,编组站,铁路,2025.12.09,2026-06-25
21390648,make-up track,编组线,铁路,2025.12.09,2026-06-25
21390649,manual block system,人工闭塞制,铁路,2025.12.09,2026-06-25
21390650,marshalling,调车,铁路,2025.12.09,2026-06-25
21390652,marshalling yard with pass-through main tracks,正线贯通式货车场,铁路,2025.12.09,2026-06-25
21390653,marshalling yard with run-around main tracks,正线环抱式货车场,铁路,2025.12.09,2026-06-25
21390655,mass rapid transit (MRT),大众捷运,铁路,2025.12.09,2026-06-25
21390656,master conductor,列车长,铁路,2025.12.09,2026-06-25
21390657,maximum load section (MLS),最大运量区间,铁路,2025.12.09,2026-06-25
21390658,maximum loading rate,最大承载率,铁路,2025.12.09,2026-06-25
21390659,maximum speed,最高速率,铁路,2025.12.09,2026-06-25
21390660,mechanical brake,机械煞车,铁路,2025.12.09,2026-06-25
21390661,mechanical interlocking system,机械联锁系统,铁路,2025.12.09,2026-06-25
21390662,meeting station,交会站,铁路,2025.12.09,2026-06-25
21390663,messenger system,传令系统｛铁道行车制度｝,铁路,2026.06.22,2026-06-25
21390664,metro,都会区铁路,铁路,2025.12.09,2026-06-25
21390665,metropolitan railway,都会区铁路,铁路,2025.12.09,2026-06-25
21390666,minimum curve radius,最小曲线半径,铁路,2025.12.09,2026-06-25
21390667,minimum headway,最小时隔；最小间距,铁路,2025.12.09,2026-06-25
21390668,mixed line,客货两用线,铁路,2025.12.09,2026-06-25
21390669,monorail rapid transit,单轨捷运,铁路,2025.12.09,2026-06-25
21390671,motive power car,动力车,铁路,2025.12.09,2026-06-25
21390672,motor/trailer ratio,动力车/拖车比,铁路,2025.12.09,2026-06-25
21390673,moving block system,移动闭塞制,铁路,2025.12.09,2026-06-25
21390674,mud-pumping,喷泥｛轨道｝,铁路,2026.06.22,2026-06-25
21390675,multiple track,复线,铁路,2025.12.09,2026-06-25
21390676,multiple track rate,复线率,铁路,2025.12.09,2026-06-25
21390677,narrow gauge railway,窄轨铁路,铁路,2025.12.09,2026-06-25
21390678,national railway,国营铁路,铁路,2025.12.09,2026-06-25
21390679,neutral section,中性区间｛铁道｝,铁路,2026.06.22,2026-06-25
21390680,nighttime female waiting area,夜间妇女候车区,铁路,2025.12.09,2026-06-25
21390681,non-adhesion railway,非黏著式铁路,铁路,2025.12.09,2026-06-25
21390682,non-block operation,非闭塞运转,铁路,2025.12.09,2026-06-25
21390683,non-electrified section,非电化区间,铁路,2025.12.09,2026-06-25
21390684,non-insulated track circuit,无绝缘轨道电路,铁路,2025.12.09,2026-06-25
21390685,normal lock,定位锁定,铁路,2025.12.09,2026-06-25
21390687,notching curve,引擎牵引力段位曲线,铁路,2026.06.22,2026-06-25
21390688,number of cars in terms of 10-ton load,换算十吨车数,铁路,2025.12.09,2026-06-25
21390692,on job training (OJT),在职训练,铁路,2025.12.09,2026-06-25
21390693,on time,准点,铁路,2026.06.22,2026-06-25
21390694,one side platform,单侧月台,铁路,2025.12.09,2026-06-25
21390695,on-time operation,准点运转,铁路,2025.12.09,2026-06-25
21390696,on-time percentage,准点率,铁路,2026.06.22,2026-06-25
21390697,open line,营运中路线；开放路线｛铁道｝,铁路,2026.06.22,2026-06-25
21390698,operating mileage,营业里程,铁路,2025.12.09,2026-06-25
21390699,operating section,行车区间,铁路,2025.12.09,2026-06-25
21390700,operation adjustment,运转整理；运转调整,铁路,2025.12.09,2026-06-25
21390701,operation control center (OCC),行控中心,铁路,2025.12.09,2026-06-25
21390702,operation facility,营运设施,铁路,2025.12.09,2026-06-25
21390703,operation plan,营运计划,铁路,2025.12.09,2026-06-25
21390704,operation speed,运转速率；行驶速率,铁路,2025.12.09,2026-06-25
21390705,operational accident rate,行车事故率,铁路,2025.12.09,2026-06-25
21390706,opposite joint,对接式接头,铁路,2025.12.09,2026-06-25
21390707,opposite train,对向列车,铁路,2025.12.09,2026-06-25
21390708,outer rail,外轨｛曲线｝,铁路,2026.06.22,2026-06-25
21390709,overhead catenary system (OCS),架空线系统,铁路,2025.12.09,2026-06-25
21390710,signal passed at danger (SPAD),冒进号志｛铁道｝,铁路,2026.06.22,2026-06-25
21390711,paid area,付费区,铁路,2025.12.09,2026-06-25
21390712,pantograph,集电弓；缩放仪,铁路,2025.12.09,2026-06-25
21390713,parallel diagram,平行列车运行图,铁路,2025.12.09,2026-06-25
21390714,passage,通道,铁路,2025.12.09,2026-06-25
21390715,passenger agent (PA),站务员,铁路,2025.12.09,2026-06-25
21390716,passenger agent office (PAO),站务室,铁路,2025.12.09,2026-06-25
21390717,passenger car scheduling,客车排班,铁路,2025.12.09,2026-06-25
21390718,passenger information display system (PIDS),旅客资讯显示系统,铁路,2025.12.09,2026-06-25
21390719,passenger line,客运线,铁路,2025.12.09,2026-06-25
21390720,passenger-car-kilometers,客车公里,铁路,2025.12.09,2026-06-25
21390721,passenger-kilometers,延人公里,铁路,2025.12.09,2026-06-25
21390722,passing tonnage,通过吨数,铁路,2025.12.09,2026-06-25
21390723,peak hour,尖峰小时,铁路,2025.12.09,2026-06-25
21390724,peak hour volume,尖峰小时运量,铁路,2025.12.09,2026-06-25
21390725,peak period,尖峰期间,铁路,2025.12.09,2026-06-25
21390726,pedestrian walk,人行道,铁路,2025.12.09,2026-06-25
21390727,permanent way,铁路路线,铁路,2025.12.09,2026-06-25
21390728,permissive signal,权宜号志,铁路,2025.12.09,2026-06-25
21390729,permissive speed,容许速率,铁路,2025.12.09,2026-06-25
21390730,pilot block system,向导闭塞制,铁路,2025.12.09,2026-06-25
21390731,pilot communication block system,向导通讯闭塞制,铁路,2025.12.09,2026-06-25
21390732,pilot with time interval system,向导隔时法,铁路,2025.12.09,2026-06-25
21390734,platform,载台；平台；月台,铁路,2025.12.09,2026-06-25
21390735,platform cross passage,月台连络通道,铁路,2025.12.09,2026-06-25
21390736,platform door,月台门,铁路,2025.12.09,2026-06-25
21390737,platform emergency stop plunger,月台紧急停车装置,铁路,2025.12.09,2026-06-25
21390739,platform fence,月台栅栏,铁路,2025.12.09,2026-06-25
21390740,platform level,月台层,铁路,2025.12.09,2026-06-25
21390741,platform monitor (PM),月台监视器,铁路,2025.12.09,2026-06-25
21390742,platform screen door (PSD),月台门,铁路,2025.12.09,2026-06-25
21390743,platform shed,月台遮棚,铁路,2025.12.09,2026-06-25
21390744,pocket track,袋状轨；中央避车线,铁路,2025.12.09,2026-06-25
21390745,point rail,尖轨,铁路,2025.12.09,2026-06-25
21390746,position light signal,灯列式号志,铁路,2025.12.09,2026-06-25
21390747,power car,动力车,铁路,2025.12.09,2026-06-25
21390748,powering operation,动力运行,铁路,2025.12.09,2026-06-25
21390749,preceding train,先行列车,铁路,2025.12.09,2026-06-25
21390750,pre-stressed concrete sleeper,预力混凝土枕,铁路,2025.12.09,2026-06-25
21390751,primary suspension system,主悬吊系统,铁路,2025.12.09,2026-06-25
21390752,private railway,民营铁路；私有铁道,铁路,2025.12.09,2026-06-25
21390753,public address system (PA),大众广播系统,铁路,2025.12.09,2026-06-25
21390754,public area,公共区,铁路,2025.12.09,2026-06-25
21390755,public railway,公用铁路,铁路,2025.12.09,2026-06-25
21390756,punctuality,准点,铁路,2026.06.22,2026-06-25
21390757,push-pull operation,推拉式运转,铁路,2025.12.09,2026-06-25
21390758,quadruple track,双复线,铁路,2025.12.09,2026-06-25
21390759,radio base station,无线电基地台,铁路,2025.12.09,2026-06-25
21390760,radio system,无线电系统,铁路,2025.12.09,2026-06-25
21390761,radio-based block system,通讯闭塞制,铁路,2025.12.09,2026-06-25
21390762,rail anchor,防爬器｛钢轨｝,铁道,2026.06.22,2026-06-25
21390763,rail bonding wire,钢轨联轨线,铁路,2025.12.09,2026-06-25
21390764,rail brace,轨撑,铁路,2025.12.09,2026-06-25
21390765,rail failure,钢轨损伤,铁路,2025.12.09,2026-06-25
21390766,rail guard,排障器,铁路,2025.12.09,2026-06-25
21390767,rail spike,钢轨道钉,铁路,2025.12.09,2026-06-25
21390768,rail wear,钢轨磨耗,铁路,2025.12.09,2026-06-25
21390769,rail-defect detector,钢轨探伤车,铁路,2025.12.09,2026-06-25
21390770,railway,铁路；铁道,铁路,2025.12.09,2026-06-25
21390771,railway accident,铁路事故,铁路,2025.12.09,2026-06-25
21390772,railway act,铁路法,铁路,2025.12.09,2026-06-25
21390773,railway operator,铁路营运机构,铁路,2025.12.09,2026-06-25
21390774,raking collision,列车边撞,铁路,2025.12.09,2026-06-25
21390775,rear-end collision,追撞,铁路,2025.12.09,2026-06-25
21390776,recommended speed,建议速率,铁路,2025.12.09,2026-06-25
21390777,regenerative braking,再生煞车,铁路,2026.06.22,2026-06-25
21390778,regular running time,正规运转时间,铁路,2025.12.09,2026-06-25
21390779,regular train,正规车班,铁路,2025.12.09,2026-06-25
21390780,relay interlocking system,继电联锁系统,铁路,2025.12.09,2026-06-25
21390781,remarshalling line,重编线,铁路,2025.12.09,2026-06-25
21390782,repeater of starting signal,复置出发号志,铁路,2025.12.09,2026-06-25
21390783,rerailing device,复轨器,铁路,2025.12.09,2026-06-25
21390784,rescheduling,改点；重新排班,铁路,2025.12.09,2026-06-25
21390785,reserved car,备用车,铁路,2025.12.09,2026-06-25
21390786,restricted speed,限制速率,铁路,2025.12.09,2026-06-25
21390787,revenue service time (RST),营业时间,铁路,2025.12.09,2026-06-25
21390788,reverse curve,反曲线,铁路,2026.06.22,2026-06-25
21390789,reverse operation,退行运转；倒车运转,铁路,2025.12.09,2026-06-25
21390790,reverse position,道岔反位,铁路,2026.06.22,2026-06-25
21390791,reverse running,逆向运转,铁路,2025.12.09,2026-06-25
21390792,reversing siding,折返侧线,铁路,2026.06.22,2026-06-26
21390794,ride quality,搭乘品质,铁路,2025.12.09,2026-06-25
21390795,ridership,载客量,铁路,2025.12.09,2026-06-25
21390796,risk,风险,铁路,2025.12.09,2026-06-25
21390797,rolling stock,轨道车辆 {集合名词},铁路,2025.12.09,2026-06-25
21390798,rolling stock and crew utilization plan,车辆与人员运用计划{铁路},铁路,2025.12.09,2026-06-25
21390799,rolling stock depot,机厂；车辆基地,铁路,2025.12.09,2026-06-25
21390800,rolling stock plan,车辆计划,铁路,2025.12.09,2026-06-25
21390801,route,路线,铁路,2025.12.09,2026-06-25
21390802,route authorization,路线授权,铁路,2025.12.09,2026-06-25
21390803,route cancel,路线取消,铁路,2025.12.09,2026-06-25
21390804,route indicator,路线指示牌｛公路｝；进路指示器｛铁路｝,铁路,2025.12.09,2026-06-25
21390805,route planning,路线规划,铁路,2025.12.09,2026-06-25
21390806,route release,路线解锁,铁路,2025.12.09,2026-06-25
21390807,route selection,选线,铁路,2025.12.09,2026-06-25
21390808,route signal,进路号志,铁路,2025.12.09,2026-06-25
21390809,run away,溜逸{铁路},铁路,2025.12.09,2026-06-25
21390810,run into wrong line,进入错线,铁路,2025.12.09,2026-06-25
21390811,running direction,行车方向,铁路,2025.12.09,2026-06-25
21390812,running resistance,行驶阻力,铁路,2025.12.09,2026-06-25
21390813,running surface of rail,钢轨踏面,铁路,2025.12.09,2026-06-25
21390814,safety case,安全档案,铁路,2025.12.09,2026-06-25
21390815,safety integrity level (SIL),安全完整度等级,铁路,2025.12.09,2026-06-25
21390816,safety siding,安全侧线,铁路,2025.12.09,2026-06-25
21390817,same platform transfer,同月台转乘,铁路,2025.12.09,2026-06-25
21390818,sanding,砂磨；撒砂,铁路,2025.12.09,2026-06-25
21390819,schedule speed,表定速率,铁路,2025.12.09,2026-06-25
21390820,schedule time,表定时间,铁路,2025.12.09,2026-06-25
21390821,scissors crossover,剪式横渡线；交叉横渡线,铁路,2025.12.09,2026-06-25
21390822,scotch block,止车楔；阻轮器,铁路,2025.12.09,2026-06-25
21390823,seamless transfer,无缝转乘,铁路,2025.12.09,2026-06-25
21390824,searchlight signal,单灯式号志,铁路,2025.12.09,2026-06-25
21390825,seat arrangement,座位配置,铁路,2025.12.09,2026-06-25
21390826,seating and standing capacity,载客容量,铁路,2025.12.09,2026-06-25
21390827,secondary suspension system,次悬承系统,铁路,2025.12.09,2026-06-25
21390828,section insulator,区间绝缘器,铁路,2025.12.09,2026-06-25
21390829,section traffic volume,区间运量,铁路,2025.12.09,2026-06-25
21390830,sectional route lock,分段路线锁定,铁路,2025.12.09,2026-06-25
21390831,semaphore signal,臂木式号志,铁路,2026.06.22,2026-06-25
21390832,service area,服务地区；服务圈,铁路,2025.12.09,2026-06-25
21390833,service brake,常态制动,铁路,2025.12.09,2026-06-25
21390834,service suspension,停驶,铁路,2025.12.09,2026-06-25
21390835,service time,营运时间,铁路,2025.12.09,2026-06-25
21390836,short distance operation,短程运转,铁路,2025.12.09,2026-06-25
21390837,shunting,调车,铁路,2025.12.09,2026-06-25
